generation,strength,agility,expertise,resistance,life,height,characterType,performance,performance_relative,performance_accumulated
30,58,20,47,2,23,1.8,CharacterType.ARCHER,808.1253919691292,0.004970941461250616,0.693209505733249
30,58,20,47,2,23,1.8,CharacterType.ARCHER,808.1253919691292,0.004970941461250616,0.6981804471944997
30,58,20,47,2,23,1.8,CharacterType.ARCHER,808.1253919691292,0.004970941461250616,0.7031513886557503
30,58,20,47,2,23,1.8,CharacterType.ARCHER,808.1253919691292,0.004970941461250616,0.708122330117001
30,58,20,47,2,23,1.8,CharacterType.ARCHER,808.1253919691292,0.004970941461250616,0.7130932715782516
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.7180373452460197
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.7229814189137878
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.7279254925815558
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.7328695662493239
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.7378136399170919
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.74275771358486
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.747701787252628
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.7526458609203961
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.7575899345881641
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.7625340082559322
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.7674780819237003
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.7724221555914683
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.7773662292592364
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.7823103029270044
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.7872543765947725
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.7921984502625405
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.7971425239303086
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.8020865975980767
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.8070306712658447
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.8119747449336128
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.8169188186013808
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.8218628922691489
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.8268069659369169
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.831751039604685
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.836695113272453
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.8416391869402211
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.8465832606079892
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.8515273342757572
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.8564714079435253
30,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004944073667768101,0.8614154816112933
30,58,28,47,10,7,1.7,CharacterType.ARCHER,802.1356310139506,0.004934097239585305,0.8663495788508786
30,58,28,47,10,7,1.7,CharacterType.ARCHER,802.1356310139506,0.004934097239585305,0.8712836760904639
30,58,28,47,10,7,1.7,CharacterType.ARCHER,802.1356310139506,0.004934097239585305,0.8762177733300491
30,58,20,47,2,23,1.5,CharacterType.ARCHER,795.8216436160534,0.00489525863600481,0.881113031966054
30,58,20,47,2,23,1.5,CharacterType.ARCHER,795.8216436160534,0.00489525863600481,0.8860082906020588
30,58,20,47,2,23,1.5,CharacterType.ARCHER,795.8216436160534,0.00489525863600481,0.8909035492380636
30,58,20,47,2,23,1.5,CharacterType.ARCHER,795.8216436160534,0.00489525863600481,0.8957988078740684
30,58,20,47,2,23,1.4,CharacterType.ARCHER,794.920130578831,0.004889713248396499,0.9006885211224649
30,58,20,47,2,23,1.4,CharacterType.ARCHER,794.920130578831,0.004889713248396499,0.9055782343708614
30,58,20,47,2,23,1.7,CharacterType.ARCHER,785.9684870402153,0.004834649892567506,0.9104128842634289
30,67,17,39,17,10,1.9,CharacterType.ARCHER,784.1749279919618,0.004823617350928838,0.9152365016143578
30,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004817857521640934,0.9200543591359986
30,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004817857521640934,0.9248722166576395
30,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004817857521640934,0.9296900741792804
30,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004817857521640934,0.9345079317009213
30,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004817857521640934,0.9393257892225622
30,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004817857521640934,0.944143646744203
30,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004817857521640934,0.9489615042658439
30,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004817857521640934,0.9537793617874848
30,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004817857521640934,0.9585972193091257
30,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004817857521640934,0.9634150768307665
30,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004817857521640934,0.9682329343524074
30,57,10,44,11,28,1.9,CharacterType.ARCHER,748.0195884846897,0.004601218601937225,0.9728341529543446
30,50,20,47,10,23,1.9,CharacterType.ARCHER,733.7868008099267,0.00451366986870257,0.9773478228230472
30,58,20,47,2,23,1.3,CharacterType.ARCHER,727.0527054527317,0.004472247096756834,0.9818200699198041
30,49,10,52,11,28,1.7,CharacterType.ARCHER,719.7314310237008,0.00442721246850467,0.9862472823883087
30,50,20,47,10,23,2.0,CharacterType.ARCHER,711.5198141512311,0.004376701165208282,0.990623983553517
30,50,20,47,10,23,2.0,CharacterType.ARCHER,711.5198141512311,0.004376701165208282,0.9950006847187253
30,70,13,20,25,22,1.4,CharacterType.ARCHER,427.01711337461916,0.002626667958502332,0.9976273526772276
30,15,59,42,9,25,1.4,CharacterType.ARCHER,237.83554213545872,0.0014629741487015829,0.9990903268259291
30,5,11,45,54,35,1.4,CharacterType.ARCHER,81.30123954809065,0.0005001002400579323,0.9995904270659871
30,3,35,68,32,12,1.6,CharacterType.ARCHER,66.58422562758469,0.0004095729340108031,0.9999999999999979
generation,strength,agility,expertise,resistance,life,height,characterType,performance,performance_relative,performance_accumulated
31,58,4,63,14,11,1.9,CharacterType.ARCHER,991.2272811091526,0.006066163849134954,0.006066163849134954
31,67,17,47,9,10,2.0,CharacterType.ARCHER,886.4340895640312,0.005424845069575971,0.011491008918710924
31,66,20,47,2,15,1.5,CharacterType.ARCHER,877.7792010284627,0.005371878436238348,0.01686288735494927
31,67,17,47,9,10,1.6,CharacterType.ARCHER,863.0703762470243,0.005281862611560298,0.02214474996650957
31,74,20,39,10,7,1.9,CharacterType.ARCHER,852.8040742556877,0.005219034367028467,0.027363784333538036
31,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.005218244605682313,0.032582028939220346
31,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.005218244605682313,0.03780027354490266
31,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.005218244605682313,0.043018518150584974
31,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.005218244605682313,0.04823676275626729
31,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.005218244605682313,0.0534550073619496
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.05864404269444064
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.06383307802693168
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.06902211335942272
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.07421114869191377
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.07940018402440481
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.08458921935689585
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.0897782546893869
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.09496729002187794
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.10015632535436898
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.10534536068686003
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.11053439601935107
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.11572343135184211
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.12091246668433316
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.12610150201682419
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.13129053734931523
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.13647957268180627
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.14166860801429731
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.14685764334678836
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.1520466786792794
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.15723571401177044
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.1624247493442615
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.16761378467675253
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.17280282000924357
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.17799185534173462
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.18318089067422566
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.1883699260067167
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.19355896133920775
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.1987479966716988
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.20393703200418983
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.20912606733668088
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.21431510266917192
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.21950413800166296
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.224693173334154
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.22988220866664505
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.2350712439991361
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.24026027933162714
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.24544931466411818
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.2506383499966092
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.25582738532910027
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.2610164206615913
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.26620545599408235
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.2713944913265734
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.27658352665906444
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.2817725619915555
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.2869615973240465
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.29215063265653757
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.2973396679890286
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.30252870332151965
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.3077177386540107
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.31290677398650174
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.3180958093189928
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.3232848446514838
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.32847387998397487
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.3336629153164659
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.33885195064895696
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.344040985981448
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.34923002131393904
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.3544190566464301
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.35960809197892113
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.3647971273114122
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.3699861626439032
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.37517519797639426
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.3803642333088853
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.38555326864137635
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.3907423039738674
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.39593133930635843
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.4011203746388495
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.4063094099713405
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.41149844530383156
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.4166874806363226
31,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.00518903533249104,0.42187651596881365
31,50,28,55,10,7,1.9,CharacterType.ARCHER,846.481975653371,0.005180344061865429,0.42705686003067905
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.43213107092281966
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.4372052818149603
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.442279492707101
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.44735370359924165
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.4524279144913823
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.457502125383523
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.46257633627566364
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.4676505471678043
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.47272475805994496
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.4777989689520856
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.4828731798442263
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.48794739073636695
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.4930216016285076
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.4980958125206483
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5031700234127889
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5082442343049296
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5133184451970703
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5183926560892109
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5234668669813516
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5285410778734922
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5336152887656329
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5386894996577736
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5437637105499142
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5488379214420549
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5539121323341956
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5589863432263362
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5640605541184769
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5691347650106175
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5742089759027582
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5792831867948989
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5843573976870395
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5894316085791802
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5945058194713209
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.5995800303634615
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.6046542412556022
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.6097284521477428
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.6148026630398835
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.6198768739320242
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.6249510848241648
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.6300252957163055
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.6350995066084462
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.6401737175005868
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.6452479283927275
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.6503221392848682
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.6553963501770088
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.6604705610691495
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.6655447719612901
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.6706189828534308
31,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.005074210892140635,0.6756931937455715
31,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.005024362228917496,0.6807175559744889
31,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.005024362228917496,0.6857419182034064
31,74,20,39,10,7,1.5,CharacterType.ARCHER,817.1925904806096,0.005001097371540701,0.6907430155749471
31,58,28,47,10,7,1.5,CharacterType.ARCHER,812.5811664723949,0.004972876141006809,0.6957158917159539
31,58,28,47,10,7,1.5,CharacterType.ARCHER,812.5811664723949,0.004972876141006809,0.7006887678569608
31,58,28,47,10,7,1.5,CharacterType.ARCHER,812.5811664723949,0.004972876141006809,0.7056616439979676
31,58,28,47,10,7,1.5,CharacterType.ARCHER,812.5811664723949,0.004972876141006809,0.7106345201389744
31,58,28,47,10,7,1.5,CharacterType.ARCHER,812.5811664723949,0.004972876141006809,0.7156073962799813
31,66,28,39,10,7,1.9,CharacterType.ARCHER,808.4497358477163,0.004947592398742783,0.720554988678724
31,58,20,47,2,23,1.8,CharacterType.ARCHER,808.1253919691292,0.004945607462342756,0.7255005961410668
31,58,20,47,2,23,1.8,CharacterType.ARCHER,808.1253919691292,0.004945607462342756,0.7304462036034095
31,58,20,47,2,23,1.8,CharacterType.ARCHER,808.1253919691292,0.004945607462342756,0.7353918110657522
31,58,20,47,2,23,1.8,CharacterType.ARCHER,808.1253919691292,0.004945607462342756,0.740337418528095
31,58,20,47,2,23,1.8,CharacterType.ARCHER,808.1253919691292,0.004945607462342756,0.7452830259904377
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.7502019025888225
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.7551207791872072
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.760039655785592
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.7649585323839767
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.7698774089823615
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.7747962855807462
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.779715162179131
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.7846340387775157
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.7895529153759004
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.7944717919742852
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.7993906685726699
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.8043095451710547
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.8092284217694394
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.8141472983678242
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.8190661749662089
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.8239850515645937
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.8289039281629784
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.8338228047613632
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.8387416813597479
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.8436605579581327
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.8485794345565174
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.8534983111549022
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.8584171877532869
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.8633360643516717
31,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004918876598384768,0.8682549409500564
31,58,28,47,10,7,1.7,CharacterType.ARCHER,802.1356310139506,0.004908951014256898,0.8731638919643133
31,58,28,47,10,7,1.7,CharacterType.ARCHER,802.1356310139506,0.004908951014256898,0.8780728429785702
31,58,28,47,10,7,1.7,CharacterType.ARCHER,802.1356310139506,0.004908951014256898,0.8829817939928272
31,58,28,47,10,7,1.7,CharacterType.ARCHER,802.1356310139506,0.004908951014256898,0.8878907450070841
31,58,20,47,2,23,1.5,CharacterType.ARCHER,795.8216436160534,0.004870310348461099,0.8927610553555452
31,58,20,47,2,23,1.5,CharacterType.ARCHER,795.8216436160534,0.004870310348461099,0.8976313657040063
31,58,20,47,2,23,1.5,CharacterType.ARCHER,795.8216436160534,0.004870310348461099,0.9025016760524673
31,58,20,47,2,23,1.5,CharacterType.ARCHER,795.8216436160534,0.004870310348461099,0.9073719864009284
31,58,20,47,2,23,1.4,CharacterType.ARCHER,794.920130578831,0.004864793222469769,0.9122367796233982
31,58,20,47,2,23,1.4,CharacterType.ARCHER,794.920130578831,0.004864793222469769,0.917101572845868
31,58,20,47,2,23,1.7,CharacterType.ARCHER,785.9684870402153,0.004810010492555868,0.9219115833384239
31,67,17,39,17,10,1.9,CharacterType.ARCHER,784.1749279919618,0.004799034177368467,0.9267106175157924
31,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004793303702582125,0.9315039212183746
31,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004793303702582125,0.9362972249209567
31,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004793303702582125,0.9410905286235388
31,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004793303702582125,0.9458838323261209
31,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004793303702582125,0.9506771360287031
31,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004793303702582125,0.9554704397312852
31,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004793303702582125,0.9602637434338673
31,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004793303702582125,0.9650570471364495
31,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004793303702582125,0.9698503508390316
